#Name:	Character Quirks
#Date:	2008-12-02
#By:		JDCorley
#edited by Noah Stevens June 2018

;Start
3,[short]
1,[long]

;short
1,[physical]
1,[impression]

;physical
2,[Color.Start]-haired
2,[Color.Start]-eyed
2,[voiced]-voiced
2,[skinned]-skinned
2,[build] physique
2,[stature]
2,[complexion]
2,[other]

;other
1,Heart-faced
1,Gap-toothed
1,Naked
1,Hunchbacked
1,Masked
1,Veiled
1,Foul-smelling
1,Pierced all over
1,Filthy
1,Shapely
1,Good-looking
1,Ugly
1,Balding
1,Hairy

;complexion
1,Freckled
1,Jaundiced
1,Pale
1,Rosy-cheeked
1,Ruddy
1,Sallow
1,Sanguine

;stature
1,Compact
1,Elongated
1,Long
1,Short
1,Squat
1,Tall

;build
1,[endo]
1,[ecto]
1,[meso]

;ecto
1,Angular
1,Bony
1,Emaciated
1,Gangling
1,Gangly
1,Gaunt
1,Hollow-cheeked
1,Lanky
1,Pinched
1,Rawboned
1,Scraggly
1,Scrawny
1,Skeletal
1,Skin-and-bones
1,Skinny
1,Spindly
1,Underfed
1,Undernourished
1,Underweight
1,Waiflike
1,Wasted
1,Weedy

;meso
1,Able-bodied
1,Athletic
1,Beefy
1,Brawny
1,Broad-shouldered
1,Burly
1,Fit
1,Hardy
1,Healthy
1,Hearty
1,Hunky
1,Husky
1,Lusty
1,Muscular
1,Powerful
1,Robust
1,Strapping
1,Strong
1,Sturdy
1,Trim
1,Vigorous
1,Well-built

;endo
1,Ample
1,Beefy
1,Bulky
1,Chubby
1,Chunky
1,Corn-fed
1,Corpulent
1,Fat
1,Fleshy
1,Full-figured
1,Heavy-set
1,Overweight
1,Paunchy
1,Porky
1,Portly
1,Pudgy
1,Roly-poly
1,Rotund
1,Round
1,Stout
1,Tubby
1,Well-padded
1,Zaftig

;skinned
3,Dark
2,Rough
1,Fair
1,Light
1,Pale

;voiced
1,Annoying
1,Deep
1,Gravel
1,High

;impression
1,Animal-hater
1,Animal-lover
1,Bashful
1,Boastful
1,Bookish
1,Boorish
1,Bored
1,Boring
1,Bossy
1,Businesslike
1,Calm
1,Cat-lover
1,Chatty
1,Cherubic
1,Childlike
1,Complainer
1,Confused
1,Courteous
1,Cynical
1,Daydreamer
1,Depressed
1,Diseased
1,Dislikes children
1,Dislikes crowds
1,Disorganized
1,Disrespectful
1,Dog-lover
1,Drunk
1,Emotionless
1,Familiar-looking
1,Fashionable
1,Fast-talker
1,Fatalistic
1,Fidgety
1,Flamboyant
1,Flea-infested
1,Flirtatious
1,Foppish
1,Forbidding
1,Forgetful
1,Foul-mouthed
1,Free-spirited
1,Friendly
1,Frightened
1,Frowning
1,Frustrated
1,Garrulous
1,Generous
1,Gentle
1,Giggly
1,Glaring
1,Glum
1,Gluttonous
1,Gnarled
1,Gossipy
1,Graceful
1,Grateful
1,Greedy
1,Grim
1,Grubby
1,Gruff
1,Guarded
1,Guilt-ridden
1,Gullible
1,Happy
1,Hard-hearted
1,Hard-nosed
1,Hardworking
1,Hates children
1,Haughty
1,Haunted
1,Heartbroken
1,Hedonistic
1,Helpful
1,Hero-worshiping
1,Hollow-eyed
1,Homesick
1,Hopeful
1,Hospitable
1,Hostile
1,Hot-tempered
1,Humble
1,Humorless
1,Husky
1,Hypochondriac
1,Inquisitive
1,Jaded
1,Jealous
1,Jumpy
1,Kind
1,Klutzy
1,Laconic
1,Lecherous
1,Likes children
1,Likes crowds
1,Limp
1,Lisping
1,Lively
1,Lonely
1,Looks drowsy
1,Loud
1,Lovesick
1,Low-voiced
1,Lusty
1,Machiavellian
1,Melancholy
1,Near-sighted
1,Nervous
1,Nostalgic
1,Nosy
1,Pack-rat
1,Patriotic
1,Patronizing
1,Pennypincher
1,Pessimistic
1,Pious
1,Poker-faced
1,Polite
1,Pouty
1,Probably crazy
1,Quiet
1,Rude
1,Salty
1,Shallow
1,Shifty
1,Shivering
1,Silent
1,Sing-song
1,Sloucher
1,Smiling
1,Smirking
1,Sneezes constantly
1,Solemn
1,Superstitious
1,Suspicious of everything
1,Uncomfortable around men
1,Uncomfortable around women
1,Well-bred

;long
1,Adopts stray animals
1,Always bragging about past accomplishments, even made-up ones
1,Always breaks things, trips over things, etc
1,Always buying new clothes
1,Always corrects people
1,Always faces an emergency by taking command of the situation
1,Always gets off on a tirade when a particular subject is brought up
1,Always has money in his or her pocket to give to beggars or homeless
1,Always hides cash in socks, shorts, bra, etc
1,Always knows the direction he or she is traveling in
1,Always says “I worked hard!” to justify bad results
1,Always sits with back to the wall
1,Always speaks in a calm, cool voice, especially when enraged
1,Always speaks of themselves in the third person
1,Always treats everyone with respect, no matter their class or station
1,Always tweaks what he’s already completed, to make it better
1,Always wants someone to help, even with the simplest tasks
1,Always wears gloves in public
1,Asks for the same thing repeatedly, despite repeated assurances that it’s unfeasible, impossible, unavailable, etc
1,Becomes depressed unless given a steady stream of positive feedback
1,Becomes excited at the prospect of a favorite activity
1,Becomes increasingly eloquent when lying
1,Becomes mired in grief when a favorite fictional character dies
1,Believes God is a sham created by the clergy to get money
1,Believes people are born lucky or unlucky and will explain every event in these terms
1,Brushes teeth compulsively
1,Buys only red cars
1,Can find happiness with any lover
1,Can only see out of one eye or hear out of one ear
1,Can sneeze on demand
1,Can speak in a cartoon-like voice which sounds little or nothing like his or her real voice
1,Can’t resist a dare
1,Can’t resist a double dog dare
1,Can’t swallow pills must dissolve or mush them up in food or drink
1,Cannot drink anything with ice in it
1,Cannot sleep without socks on
1,Carries a large coin, which he or she is always rolling over his or her knuckles
1,Carries a snack with them everywhere just in case
1,Changes hair color weekly
1,Collector. Collects art, antiques, trinkets or bottle-caps, etc
1,Collects “tools of the trade”, even historical and outdated tools
1,Complains that an old wound pains them
1,Compulsively interrupts others telling stories, to interject facts he or she only knows from having heard the story before, not because they were involved with it
1,Considers themselves a good judge of character, but is not
1,Corrects people when they use colloquial speech
1,Could never accept that their close friend has a fatal flaw, even if true
