# Nms_DunjonCorp Monsters Encounter Tables
# Noah Stevens
# February 15, 2020

;Start
1,[Level1]
1,[Level2]
1,[Level3]
1,[Level4]
1,[Level5]
1,[Level6]
1,[Level7]
1,[Level8]
1,[Level9]
1,[Level10]
1,[Level11]
1,[Level12]
1,[Level13]
1,[Level14]
1,[Level15]
1,[Level16]
1,[Level17]
1,[Level18]
1,[Level19]
1,[Level20]

:Level1
##DMG3.5
1-03,{Dice~1d3} Medium Monstrous Centipedes
4-08,{Dice~1d4} Dire Rats
9-10,{Dice~1d4} Giant Fire Beetles
11-13,{Dice~1d3} Small Monstrous Scorpions 
14-16,{Dice~1d3} Small Monstrous Spiders
17-20,{Dice~1d3} Dwarf Warriors
21-22,{Dice~1d3} Elf Warriors
23-25,Piercer
26-28,Krenshar
29-30,Lemure
31-40,{Dice~1d3+1} Vegepygmy Warriors
41-50,{Dice~1d4+2} Morlock Warriors
51-56,{Dice~1d4} Human Warrior Skeletons
57-62,{Dice~1d3} Human Commoner Zombies
63-71,{Dice~1d4+1} Viper Snakes
72-80,{Dice~1d3} Morlock Warriors
81-85,{Dice~1d3} Stirges
86-90,Spider Swarm
91-100,[Level2]
##Gamma
101-105,[NMS_MutFutureWM.Start]
##Mythos
106-110,[NMS_MythosMonsters.Level1]
##Etc
111-115,{Dice~1d3} Androids

:Level2
1-10,[Level1]
11-12,Lantern Archon
13-19,Vegepygmy Warrior And {Dice~1d4} Vegepygmy Warriors
20-23,Bugbear
24-26,Choker
27-28,Dretch
29-30,Quasit
31-32,Imp
33-35,Dire Bat
36-38,{Dice~1d4+1} Fiendish Dire Rats
39-40,{Dice~1d3+1} Formian Workers
41-43,{Dice~1d3+1} Halfling Warriors
44-50,{Dice~2d4+1} Morlock Warriors
51-55,Wererat
56-62,{Dice~1d3+1} Orc Warriors
63-65,Shocker Lizard
66-68,Owlbear Skeleton
69-70,Bat Swarm
71-72,Rat Swarm
73-74,Thoqqua
75-79,Worg
80-83,Constrictor Snake
84-87,{Dice~1d4+2} Small Viper Snakes
88-90,Huge Monstrous Centipede
91-100,[Level3]
##Gamma5
101-105,[NMS_MutFutureWM.Start]
##Mythos
106-110,[NMS_MythosMonsters.Level2]
##Etc
111-115,{Dice~1d3} Androids

:Level3
1-10,[Level2]
11-13,Allip
14-16,Cockatrice
17-19,{Dice~2d4+1} Dire Rats
20-21,Doppelganger
22-23,Wyrmling Brass Dragon
24-27,{Dice~1d3} Drow Elves
28-29,Ethereal Filcher
30-31,Ethereal Marauder
32-33,Ettercap
34-35,Violet Fungus
36-38,Ghast
39-43,{Dice~1d3} Gnolls
44-45,Grick
46-48,Hell Hound
49-50,Howler
51-52,{Dice~1d3} Krenshars
53-55,{Dice~1d3} Lizardfolk
56-57,Werewolf
58-62,Ogre
63-65,Gelatinous Cube
66-67,Phantom Fungus
68-69,Rust Monster
70-72,Shadow
73-75,{Dice~2d4} Stirges
76-77,Locust Swarm
78-80,Wight
81-82,Yuan-Ti Pureblood
83-84,{Dice~1d3} Troglodyte Zombies
85-86,{Dice~1d3} Medium Viper Snakes
87-88,Giant Praying Mantis
89-90,{Dice~1d3} Medium Monstrous Scorpions
91-100,[Level4]
##Gamma5
101-105,[NMS_MutFutureWM.Start]
##Mythos
106-110,[NMS_MythosMonsters.Level3]
##Etc
111-115,{Dice~1d3} Androids

:Level4
1-10,[Level3]
11-12,Barghest
13-14,{Dice~1d3} Lantern Archons
15-16,Hound Archon
17-20,Carrion Crawler
21-22,{Dice~1d4+1} Darkmantles
23-27,Displacer Beast
28-30,Young White Dragon
31-33,{Dice~1d3+1} Duergar Dwarves
34-38,Gargoyle
39-40,Janni
41-44,{Dice~1d3+1} Ghouls
45-47,{Dice~1d3+1} Svirfneblin Gnomes
48-50,{Dice~1d3+1} Grimlocks
51-52,Harpy
53-54,Five-Headed Hydra
55-56,Wereboar
57-59,Mimic
60-62,Minotaur
63-64,Gray Ooze
65-67,Otyugh
68-69,Owlbear
70-71,Centipede Swarm
72-73,{Dice~1d3+1} Spider Swarms
74-76,{Dice~1d4+1} Troglodytes
77-78,Vampire Spawn
79-80,{Dice~1d3} Worgs
81-83,Minotaur Zombie
84-85,{Dice~1d3} Large Viper Snakes
86-88,{Dice~1d4+1} Large Monstrous Centipedes
